loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
4500,4500,4500,36 months,0.1614,158.52,C,C4,Sales Rep,3 years,RENT,40000,Source Verified,Dec-18,Current,n,debt_consolidation
15600,15600,15325,36 months,0.1180,516.66,B,B4,,n/a,MORTGAGE,41000,Not Verified,Dec-18,Current,n,other
5000,5000,5000,36 months,0.1797,180.69,D,D1,Salesman ,10+ years,OWN,55992,Not Verified,Dec-18,Fully Paid,n,credit_card
14500,14500,14500,60 months,0.1033,310.45,B,B1,Facilitator,4 years,RENT,53000,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.1447,860.16,C,C2,Director of Corporate Development,2 years,MORTGAGE,140000,Not Verified,Dec-18,Current,n,debt_consolidation
21000,21000,21000,60 months,0.1356,483.86,C,C1,,n/a,MORTGAGE,55000,Not Verified,Dec-18,Current,n,debt_consolidation
3800,3800,3775,36 months,0.0702,117.37,A,A2,Assistant store manager ,< 1 year,RENT,58000,Not Verified,Dec-18,Current,n,debt_consolidation
9800,9800,9800,36 months,0.0881,310.78,A,A5,,n/a,MORTGAGE,120000,Not Verified,Dec-18,Current,n,debt_consolidation
6000,6000,5975,36 months,0.0702,185.32,A,A2,Feeder Driver,10+ years,MORTGAGE,130000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
2000,2000,1975,36 months,0.0881,63.43,A,A5,Eligibility Technician,10+ years,RENT,48035,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1033,642.3,B,B1,Registered Nurse,4 years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,home_improvement
10000,10000,10000,36 months,0.1797,361.38,D,D1,Development Analyst,2 years,RENT,80000,Source Verified,Dec-18,Current,n,credit_card
14000,14000,14000,60 months,0.1894,362.71,D,D2,FInancial Representative,9 years,MORTGAGE,232000,Not Verified,Dec-18,Current,n,major_purchase
16000,16000,16000,60 months,0.1502,380.81,C,C3,Teacher,4 years,MORTGAGE,51000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1180,221.44,B,B4,Police Officer,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,n,debt_consolidation
1200,1200,1200,36 months,0.1447,41.29,C,C2,utility supervisor,10+ years,MORTGAGE,39000,Not Verified,Dec-18,Current,n,major_purchase
30000,30000,29975,36 months,0.0881,951.35,A,A5,Oracle Commerce Architect,1 year,MORTGAGE,230000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0881,634.23,A,A5,Corporate Director of Staffing ,1 year,RENT,100000,Source Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.1691,372.07,C,C5,Teacher,4 years,RENT,38000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.2631,202.28,E,E4,Clerk,10+ years,RENT,60000,Source Verified,Dec-18,Current,n,other
5600,5600,5600,36 months,0.0881,177.59,A,A5,,n/a,MORTGAGE,74400,Not Verified,Dec-18,Current,n,debt_consolidation
15525,15525,15525,36 months,0.1502,538.34,C,C3,lpn,3 years,RENT,55852,Source Verified,Dec-18,Current,n,other
22000,22000,22000,36 months,0.0646,673.88,A,A1,Operations Director,8 years,RENT,120000,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.1502,416.11,C,C3,Carpenter,10+ years,MORTGAGE,80000,Verified,Dec-18,Current,n,other
22000,22000,22000,60 months,0.2631,662.74,E,E4,Supervisor,2 years,OWN,69875,Not Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,36 months,0.0881,761.08,A,A5,Enterprise Account Executive ,4 years,MORTGAGE,220000,Not Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.1447,172.04,C,C2,Waitress,4 years,RENT,23000,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1298,568.58,B,B5,,< 1 year,RENT,81000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.2727,613.94,E,E5,Server,10+ years,RENT,46000,Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.1131,1315.43,B,B3,Captain ,10+ years,MORTGAGE,212000,Source Verified,Dec-18,Current,n,home_improvement
10000,10000,10000,36 months,0.0881,317.12,A,A5,Supply,6 years,RENT,52000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1614,487.86,C,C4,Maintenance Supervisor,1 year,RENT,80000,Verified,Dec-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.0646,398.21,A,A1,Taper ,3 years,MORTGAGE,98000,Source Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.2534,399.4,E,E3,Assistant teacher ,3 years,RENT,31000,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1356,339.65,C,C1,,n/a,RENT,21000,Source Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,60 months,0.1447,258.64,C,C2,Corrections Officer ,3 years,OWN,70000,Source Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1356,203.79,C,C1,Data Governance ,10+ years,MORTGAGE,46000,Not Verified,Dec-18,Current,n,debt_consolidation
6500,6500,6500,36 months,0.1614,228.98,C,C4,General labor,< 1 year,RENT,21120,Not Verified,Dec-18,Fully Paid,n,credit_card
25000,25000,25000,60 months,0.1894,647.69,D,D2,Shuttle Driver,5 years,RENT,48000,Source Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.0819,251.4,A,A4,Senior Strategy Analyst,3 years,MORTGAGE,101000,Not Verified,Dec-18,Current,n,major_purchase
20000,20000,20000,60 months,0.1180,442.88,B,B4,Pilot,10+ years,MORTGAGE,162000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1797,634.43,D,D1,Administrative Services Assistant,5 years,RENT,30000,Verified,Dec-18,Current,n,credit_card
10000,10000,10000,60 months,0.1447,235.13,C,C2,Catering Coordinator,6 years,RENT,59400,Not Verified,Dec-18,Current,n,credit_card
29000,29000,29000,60 months,0.1502,690.22,C,C3,Associate Application Analyst,5 years,RENT,60000,Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1033,194.54,B,B1,,n/a,MORTGAGE,44465,Not Verified,Dec-18,Current,n,home_improvement
40000,40000,40000,60 months,0.1033,856.4,B,B1,"Sr Consultant, Compensation",2 years,MORTGAGE,162000,Source Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,36 months,0.1180,596.14,B,B4,Service Center Manager,10+ years,RENT,100000,Not Verified,Dec-18,Current,n,credit_card
4800,4800,4775,36 months,0.0756,149.45,A,A3,Mechanic,1 year,RENT,49960,Not Verified,Dec-18,Current,n,debt_consolidation
29000,29000,29000,60 months,0.1614,707.39,C,C4,ITS6,10+ years,MORTGAGE,95000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.0881,792.79,A,A5,Inside sales,2 years,RENT,72000,Verified,Dec-18,Current,n,credit_card
11200,11200,11200,36 months,0.0819,351.95,A,A4,,n/a,RENT,18000,Not Verified,Dec-18,Current,n,debt_consolidation
6500,6500,6500,36 months,0.0702,200.77,A,A2,Supply Clerk II,2 years,RENT,50000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0702,370.64,A,A2,Petroleum Transport,8 years,MORTGAGE,105000,Not Verified,Dec-18,Current,n,home_improvement
20000,20000,20000,60 months,0.1072,432.07,B,B2,Clinical Lab Scientist,1 year,MORTGAGE,85000,Not Verified,Dec-18,Current,n,debt_consolidation
22000,22000,22000,60 months,0.1691,545.7,C,C5,,n/a,RENT,48000,Verified,Dec-18,Current,n,debt_consolidation
20375,20375,20375,60 months,0.1502,484.94,C,C3,Cnc programmer,5 years,MORTGAGE,85000,Source Verified,Dec-18,Current,n,debt_consolidation
19000,19000,19000,36 months,0.2340,739.46,E,E1,Supervisor- Adult Probation,10+ years,MORTGAGE,102014,Source Verified,Dec-18,Current,n,debt_consolidation
4500,4500,4500,36 months,0.0756,140.11,A,A3,Customer Service,5 years,MORTGAGE,60000,Not Verified,Dec-18,Current,n,debt_consolidation
19075,19075,19075,36 months,0.0646,584.29,A,A1,"Supervisor, NonInvasive Cardiology",10+ years,MORTGAGE,90000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0646,306.31,A,A1,,n/a,MORTGAGE,65000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1797,507.55,D,D1,Licensed practical nurse,5 years,RENT,130000,Source Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,36 months,0.0819,565.64,A,A4,Senior Accountant,2 years,MORTGAGE,80000,Source Verified,Dec-18,Current,n,credit_card
10000,10000,10000,60 months,0.0881,206.67,A,A5,,10+ years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.1131,822.15,B,B3,,n/a,OWN,36000,Not Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.1033,1296.9,B,B1,VP OF TECHNOLOGY,10+ years,RENT,200000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1691,534.12,C,C5,,< 1 year,MORTGAGE,180000,Not Verified,Dec-18,Current,n,small_business
35000,35000,35000,60 months,0.0819,712.87,A,A4,,n/a,MORTGAGE,88000,Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.0819,305.52,A,A4,,< 1 year,MORTGAGE,80000,Source Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.1180,332.16,B,B4,Warehouse Associate,1 year,RENT,52520,Not Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.0881,348.83,A,A5,Truck Driver,3 years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1033,321.15,B,B1,clerk- coordinator,10+ years,RENT,50000,Source Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.1447,688.13,C,C2,,< 1 year,MORTGAGE,42000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1614,487.86,C,C4,Police Officer,7 years,RENT,81000,Not Verified,Dec-18,Current,n,credit_card
2500,2500,2500,36 months,0.1180,82.8,B,B4,Warehouse Specialist ,6 years,MORTGAGE,40000,Source Verified,Dec-18,Current,n,debt_consolidation
5400,5400,5400,36 months,0.1447,185.8,C,C2,Savings Counselor,6 years,RENT,50000,Source Verified,Dec-18,Current,n,credit_card
26400,26400,26400,36 months,0.0881,837.19,A,A5,Caregiver,2 years,RENT,33000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.1072,652.13,B,B2,Driver,10+ years,OWN,90000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0819,471.37,A,A4,Infrastructure Engineer,2 years,RENT,110000,Source Verified,Dec-18,Current,n,credit_card
12000,12000,12000,60 months,0.1614,292.72,C,C4,Project Analyst ,2 years,RENT,62000,Not Verified,Dec-18,Current,n,home_improvement
20000,20000,20000,60 months,0.1502,476.01,C,C3,,n/a,RENT,40000,Source Verified,Dec-18,Current,n,credit_card
7500,7500,7500,36 months,0.0819,235.69,A,A4,Store manager,4 years,RENT,49300,Source Verified,Dec-18,Current,n,debt_consolidation
3000,3000,3000,36 months,0.0702,92.66,A,A2,Administrative Assistant,3 years,RENT,36000,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.2727,1024.26,E,E5,Teacher,10+ years,MORTGAGE,114000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1298,568.58,B,B5,Social Worker,< 1 year,RENT,25000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0702,617.73,A,A2,Account Rep,5 years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,debt_consolidation
36000,36000,36000,36 months,0.0646,1102.71,A,A1,Attorney,9 years,MORTGAGE,385000,Verified,Dec-18,Current,n,credit_card
12800,12800,12800,36 months,0.1131,420.94,B,B3,Quality Supervisor,6 years,MORTGAGE,84000,Not Verified,Dec-18,Current,n,credit_card
7325,7325,7325,36 months,0.2089,275.56,D,D4,Branch Manager,2 years,MORTGAGE,240000,Source Verified,Dec-18,Current,n,home_improvement
27000,27000,27000,60 months,0.1033,578.07,B,B1,Lead HBAC Technician,10+ years,MORTGAGE,65000,Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1180,332.16,B,B4,Nurse,2 years,OWN,64000,Not Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1502,208.06,C,C3,Teacher,10+ years,MORTGAGE,101000,Not Verified,Dec-18,Fully Paid,n,vacation
9000,9000,9000,36 months,0.0819,282.82,A,A4,Occupational therapist,5 years,MORTGAGE,92000,Not Verified,Dec-18,Current,n,home_improvement
11000,11000,11000,36 months,0.1614,387.49,C,C4,Bricklayer,10+ years,MORTGAGE,62000,Source Verified,Dec-18,Current,n,debt_consolidation
7500,7500,7500,36 months,0.0881,237.84,A,A5,Support Desk Technician,2 years,RENT,42000,Source Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.0881,507.39,A,A5,Regional Manager ,10+ years,MORTGAGE,225000,Not Verified,Dec-18,Current,n,credit_card
14000,14000,14000,60 months,0.1298,318.4,B,B5,Mail carrier ,5 years,RENT,46000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1691,372.07,C,C5,,n/a,RENT,29940,Source Verified,Dec-18,Current,n,credit_card
24000,24000,24000,36 months,0.0819,754.18,A,A4,Manager,2 years,RENT,115000,Not Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.1180,198.72,B,B4,Manager,10+ years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1614,487.86,C,C4,Accounts Receivable ,1 year,RENT,57000,Not Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.1131,164.43,B,B3,,< 1 year,OWN,18000,Not Verified,Dec-18,Current,n,debt_consolidation
2500,2500,2500,36 months,0.1072,81.52,B,B2,License nurse,3 years,OWN,47000,Not Verified,Dec-18,Current,n,vacation
10000,10000,10000,60 months,0.1502,238.01,C,C3,manager,10+ years,MORTGAGE,60000,Verified,Dec-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.1356,441.54,C,C1,Sales,9 years,MORTGAGE,58000,Source Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.1033,856.4,B,B1,Foundation Director,3 years,MORTGAGE,68000,Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.1072,259.24,B,B2,Assistant Management of Customer Care,8 years,RENT,65000,Source Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,60 months,0.2089,647.8,D,D4,,< 1 year,MORTGAGE,109200,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,60 months,0.0819,509.19,A,A4,Director,10+ years,MORTGAGE,208000,Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.0819,305.52,A,A4,Teacher,10+ years,MORTGAGE,72000,Verified,Dec-18,Current,n,debt_consolidation
5500,5500,5500,36 months,0.1356,186.81,C,C1,Admin,4 years,RENT,34900,Not Verified,Dec-18,Current,n,debt_consolidation
28000,28000,28000,60 months,0.1072,604.89,B,B2,,n/a,MORTGAGE,65000,Source Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1131,263.09,B,B3,Fac Mgr,10+ years,MORTGAGE,99000,Not Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.0819,305.52,A,A4,Epsu tech,3 years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.0756,186.81,A,A3,Developer,2 years,RENT,53500,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.1502,285.61,C,C3,TOOLING MANAGER,2 years,MORTGAGE,99144,Source Verified,Dec-18,Current,n,debt_consolidation
31000,31000,31000,60 months,0.1691,768.94,C,C5,Construction superintendent,3 years,RENT,48000,Verified,Dec-18,Current,n,debt_consolidation
15700,15700,15700,36 months,0.1356,533.24,C,C1,Marketing/Sales,5 years,MORTGAGE,126000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1614,487.86,C,C4,Inspector,10+ years,MORTGAGE,83000,Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.1298,538.95,B,B5,Marketing ,4 years,MORTGAGE,147250,Not Verified,Dec-18,Current,n,credit_card
16000,16000,16000,36 months,0.1180,529.91,B,B4,Sales Associate ,1 year,OWN,26000,Verified,Dec-18,Current,n,credit_card
18500,18500,18500,36 months,0.1894,677.58,D,D2,Mechanical Designer,8 years,MORTGAGE,125000,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.0819,1099.85,A,A4,director,4 years,OWN,245000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0819,628.49,A,A4,officer,1 year,MORTGAGE,130000,Source Verified,Dec-18,Current,n,car
10000,10000,10000,36 months,0.1033,324.23,B,B1,House supervisor,3 years,MORTGAGE,90000,Not Verified,Dec-18,Current,n,home_improvement
24000,24000,24000,36 months,0.0646,735.14,A,A1,Shop supervisor,8 years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.0819,628.49,A,A4,Class A Driver,< 1 year,RENT,70000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1797,507.55,D,D1,Customer service mgr,10+ years,MORTGAGE,49000,Not Verified,Dec-18,Current,n,debt_consolidation
7300,7300,7300,36 months,0.0756,227.28,A,A3,Officer,7 years,RENT,60000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.2235,556.37,D,D5,General manager ,10+ years,MORTGAGE,53000,Source Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.0881,1109.9,A,A5,Registered nurse,3 years,RENT,105829,Source Verified,Dec-18,Current,n,credit_card
25000,25000,25000,60 months,0.1180,553.59,B,B4,supervisor,10+ years,RENT,78000,Source Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1033,194.54,B,B1,Receptionist ,1 year,MORTGAGE,30000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1614,487.86,C,C4,House keeping ,10+ years,OWN,23000,Source Verified,Dec-18,Current,n,credit_card
8600,8600,8600,36 months,0.1072,280.42,B,B2,Insurance Representative,6 years,MORTGAGE,45000,Not Verified,Dec-18,Current,n,credit_card
9500,9500,9500,36 months,0.1033,308.02,B,B1,LIbrary Director,4 years,RENT,70500,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1447,344.07,C,C2,teacher,7 years,MORTGAGE,66000,Source Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,36 months,0.1131,591.95,B,B3,Teacher,10+ years,RENT,60000,Source Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.0881,190.27,A,A5,manager,4 years,RENT,60000,Not Verified,Dec-18,Current,n,debt_consolidation
36150,36150,36150,36 months,0.1797,1306.37,D,D1,GS11 ,9 years,MORTGAGE,105000,Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1131,164.43,B,B3,Check in receptionist ,1 year,RENT,42000,Not Verified,Dec-18,Current,n,credit_card
10400,10400,10400,60 months,0.1072,224.68,B,B2,Pet Products Manager,10+ years,RENT,66500,Not Verified,Dec-18,Current,n,moving
10000,10000,10000,60 months,0.1691,248.05,C,C5,Officer,10+ years,OWN,90000,Source Verified,Dec-18,Current,n,moving
40000,40000,40000,36 months,0.0819,1256.97,A,A4,,< 1 year,MORTGAGE,183000,Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.1691,1246.28,C,C5,,< 1 year,RENT,120000,Source Verified,Dec-18,Current,n,small_business
40000,40000,40000,60 months,0.0819,814.7,A,A4,Recruitment Manager,3 years,MORTGAGE,130000,Verified,Dec-18,Current,n,debt_consolidation
22000,22000,22000,60 months,0.1180,487.16,B,B4,Energy Engineer,< 1 year,RENT,85000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1180,331.19,B,B4,Bindrey Operator,9 years,OWN,60000,Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.1180,775.03,B,B4,MAIL HANDLER,10+ years,MORTGAGE,135000,Not Verified,Dec-18,Current,n,other
5000,5000,5000,36 months,0.1298,168.43,B,B5,Truck Driver,10+ years,OWN,65765,Not Verified,Dec-18,Current,n,other
15000,15000,15000,36 months,0.1992,556.85,D,D3,Customer Support Associate,1 year,RENT,40000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1072,489.1,B,B2,Security Officer,1 year,RENT,18552,Source Verified,Dec-18,Current,n,debt_consolidation
21000,21000,21000,36 months,0.0702,648.62,A,A2,Supervisor,10+ years,RENT,45000,Verified,Dec-18,Current,n,debt_consolidation
9750,9750,9750,36 months,0.1180,322.91,B,B4,Customs Broker,6 years,RENT,56000,Source Verified,Dec-18,Fully Paid,n,debt_consolidation
